代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
600519.SH,贵州茅台,2002-12-13,4.3332,4.2077,4.3593,4.2077,4.3202,222310,5860451,-0.013,-0.3011,26.3616,0.2827,2083438500,N/A,7284750000,78650000,0,275000000,22.1899,2.8783,4.5022,4.8713,
600519.SH,贵州茅台,2002-12-16,4.3202,4.3202,4.4001,4.3006,4.3887,797694,21310704,0.0685,1.5855,26.7154,1.0142,2116471500,N/A,7400250000,78650000,0,275000000,22.5418,2.9239,4.5736,4.9485,
600519.SH,贵州茅台,2002-12-17,4.3887,4.3887,4.4197,4.3577,4.3903,292615,7886188,0.0016,0.0372,26.9507,0.372,2117258000,N/A,7403000000,78650000,0,275000000,22.5501,2.925,4.5753,4.9503,
600519.SH,贵州茅台,2002-12-18,4.3903,4.3838,4.4001,4.3577,4.3642,202853,5434639,-0.0261,-0.5944,26.791,0.2579,2104674000,N/A,7359000000,78650000,0,275000000,22.4161,2.9076,4.5481,4.9209,
600519.SH,贵州茅台,2002-12-19,4.3642,4.3642,4.3691,4.3235,4.3414,231004,6160134,-0.0228,-0.5232,26.6668,0.2937,2093663000,N/A,7320500000,78650000,0,275000000,22.2988,2.8924,4.5243,4.8952,
600519.SH,贵州茅台,2002-12-20,4.3414,4.3414,4.3968,4.3414,4.3756,162474,4353432,0.0342,0.7889,26.7946,0.2066,2110179500,N/A,7378250000,78650000,0,275000000,22.4747,2.9152,4.56,4.9338,
600519.SH,贵州茅台,2002-12-23,4.3756,4.4164,4.4197,4.3544,4.3708,198455,5333977,-0.0049,-0.1118,26.8775,0.2523,2107820000,N/A,7370000000,78650000,0,275000000,22.4496,2.912,4.5549,4.9283,
600519.SH,贵州茅台,2002-12-24,4.3708,4.3724,4.3968,4.3186,4.3642,84816,2257524,-0.0065,-0.1493,26.6167,0.1078,2104674000,N/A,7359000000,78650000,0,275000000,22.4161,2.9076,4.5481,4.9209,
600519.SH,贵州茅台,2002-12-25,4.3642,4.3691,4.3708,4.3153,4.3169,148138,3939760,-0.0473,-1.0837,26.5952,0.1884,2081865500,N/A,7279250000,78650000,0,275000000,22.1732,2.8761,4.4988,4.8676,
600519.SH,贵州茅台,2002-12-26,4.3169,4.3137,4.3218,4.1767,4.1914,514561,13383935,-0.1256,-2.909,26.0104,0.6542,2021305000,N/A,7067500000,78650000,0,275000000,21.5282,2.7925,4.3679,4.726,
600519.SH,贵州茅台,2002-12-27,4.1914,4.1897,4.2354,4.1604,4.2142,339021,8693114,0.0228,0.5447,25.6418,0.4311,2032316000,N/A,7106000000,78650000,0,275000000,21.6454,2.8077,4.3917,4.7517,
600519.SH,贵州茅台,2002-12-30,4.2142,4.2109,4.2109,4.1506,4.1669,300220,7672458,-0.0473,-1.1223,25.5561,0.3817,2009507500,N/A,7026250000,78650000,0,275000000,21.4025,2.7762,4.3424,4.6984,
600519.SH,贵州茅台,2002-12-31,4.1669,4.175,4.2044,4.1506,4.1522,164478,4200254,-0.0147,-0.3523,25.5369,0.2091,2002429000,N/A,7001500000,78650000,0,275000000,21.3271,2.7664,4.3271,4.6819,
600519.SH,贵州茅台,2003-01-02,4.1522,4.1587,4.1587,4.0283,4.0315,356530,8921541,-0.1207,-2.9065,25.0233,0.4533,1944228000,N/A,6798000000,78650000,0,275000000,18.0415,2.3829,3.7048,-38.5967,
600519.SH,贵州茅台,2003-01-03,4.0315,4.025,4.0674,3.9957,4.025,174368,4300516,-0.0065,-0.1618,24.6634,0.2217,1941082000,N/A,6787000000,78650000,0,275000000,18.0123,2.379,3.6988,-38.5343,
600519.SH,贵州茅台,2003-01-06,4.025,4.0087,4.0609,3.9973,4.0544,98636,2438329,0.0294,0.7293,24.7205,0.1254,1955239000,N/A,6836500000,78650000,0,275000000,18.1436,2.3964,3.7258,-38.8153,
600519.SH,贵州茅台,2003-01-07,4.0544,4.0527,4.0707,4.0136,4.0169,145050,3595101,-0.0375,-0.9252,24.7853,0.1844,1937149500,N/A,6773250000,78650000,0,275000000,17.9758,2.3742,3.6913,-38.4562,
600519.SH,贵州茅台,2003-01-08,4.0169,4.0788,4.1261,4.025,4.1261,176802,4438021,0.1093,2.7203,25.1016,0.2248,1989845000,N/A,6957500000,78650000,0,275000000,18.4648,2.4388,3.7918,-39.5023,
600519.SH,贵州茅台,2003-01-09,4.1261,4.1212,4.1881,4.0805,4.162,260257,6616310,0.0359,0.8696,25.4222,0.3309,2007148000,N/A,7018000000,78650000,0,275000000,18.6253,2.46,3.8247,-39.8458,
600519.SH,贵州茅台,2003-01-10,4.162,4.1587,4.224,4.1229,4.1441,234638,6010671,-0.0179,-0.431,25.6168,0.2983,1998496500,N/A,6987750000,78650000,0,275000000,18.5451,2.4494,3.8082,-39.6741,
600519.SH,贵州茅台,2003-01-13,4.1441,4.1098,4.1587,4.1098,4.1375,140380,3560912,-0.0065,-0.1574,25.3662,0.1785,1995350500,N/A,6976750000,78650000,0,275000000,18.5159,2.4455,3.8023,-39.6116,
600519.SH,贵州茅台,2003-01-14,4.1375,4.1343,4.3577,4.1066,4.3039,958825,25012085,0.1663,4.0205,26.0862,1.2191,2075573500,N/A,7257250000,78650000,0,275000000,19.2603,2.5439,3.9551,-41.2042,
600519.SH,贵州茅台,2003-01-15,4.3039,4.3202,4.4327,4.3039,4.3544,1145168,30551168,0.0506,1.1747,26.6783,1.456,2099955000,N/A,7342500000,78650000,0,275000000,19.4865,2.5737,4.0016,-41.6882,
600519.SH,贵州茅台,2003-01-16,4.3544,4.3724,4.4278,4.3479,4.4213,735908,19870062,0.0669,1.5356,27.0007,0.9357,2132201500,N/A,7455250000,78650000,0,275000000,19.7858,2.6133,4.063,-42.3284,
600519.SH,贵州茅台,2003-01-17,4.4213,4.4327,4.4327,4.3496,4.3512,379518,10187340,-0.0701,-1.5861,26.8428,0.4825,2098382000,N/A,7337000000,78650000,0,275000000,19.4719,2.5718,3.9986,-41.657,
600519.SH,贵州茅台,2003-01-20,4.3512,4.3381,4.3381,4.2827,4.3284,207090,5466246,-0.0228,-0.5247,26.3955,0.2633,2087371000,N/A,7298500000,78650000,0,275000000,19.3698,2.5583,3.9776,-41.4384,
600519.SH,贵州茅台,2003-01-21,4.3284,4.33,4.4034,4.3218,4.33,478744,12816356,0.0016,0.0377,26.7708,0.6087,2088157500,N/A,7301250000,78650000,0,275000000,19.3771,2.5593,3.9791,-41.454,
600519.SH,贵州茅台,2003-01-22,4.33,4.3218,4.3218,4.2892,4.2957,163310,4309306,-0.0342,-0.791,26.3873,0.2076,2071641000,N/A,7243500000,78650000,0,275000000,19.2238,2.539,3.9476,-41.1261,
600519.SH,贵州茅台,2003-01-23,4.2957,4.2892,4.3218,4.2892,4.2974,216749,5719869,0.0016,0.038,26.3894,0.2756,2072427500,N/A,7246250000,78650000,0,275000000,19.2311,2.54,3.9491,-41.1417,
600519.SH,贵州茅台,2003-01-24,4.2974,4.2892,4.3186,4.2892,4.3055,244119,6438339,0.0082,0.1898,26.3738,0.3104,2076360000,N/A,7260000000,78650000,0,275000000,19.2676,2.5448,3.9566,-41.2198,
600519.SH,贵州茅台,2003-01-27,4.3055,4.2908,4.3871,4.2908,4.3724,395568,10571327,0.0669,1.553,26.7244,0.5029,2108606500,N/A,7372750000,78650000,0,275000000,19.5668,2.5843,4.0181,-41.86,
600519.SH,贵州茅台,2003-01-28,4.3724,4.3708,4.4034,4.3512,4.3773,349496,9383544,0.0049,0.1119,26.8488,0.4444,2110966000,N/A,7381000000,78650000,0,275000000,19.5887,2.5872,4.0226,-41.9068,
600519.SH,贵州茅台,2003-01-29,4.3773,4.3773,4.4034,4.3626,4.3838,330219,8889672,0.0065,0.149,26.9205,0.4199,2114112000,N/A,7392000000,78650000,0,275000000,19.6179,2.5911,4.0286,-41.9693,
600519.SH,贵州茅台,2003-02-10,4.3838,4.3805,4.3805,4.3218,4.3381,169378,4508037,-0.0457,-1.0417,26.6152,0.2154,2092090000,N/A,7315000000,78650000,0,275000000,19.4136,2.5641,3.9866,-41.5321,
600519.SH,贵州茅台,2003-02-11,4.3381,4.3023,4.3512,4.3023,4.3479,82150,2174401,0.0098,0.2256,26.4687,0.1045,2096809000,N/A,7331500000,78650000,0,275000000,19.4573,2.5699,3.9956,-41.6258,
600519.SH,贵州茅台,2003-02-12,4.3479,4.3544,4.3952,4.3218,4.3838,147730,3959442,0.0359,0.8252,26.8019,0.1878,2114112000,N/A,7392000000,78650000,0,275000000,19.6179,2.5911,4.0286,-41.9693,
600519.SH,贵州茅台,2003-02-13,4.3838,4.3805,4.3985,4.3463,4.3463,271832,7302546,-0.0375,-0.8557,26.8642,0.3456,2096022500,N/A,7328750000,78650000,0,275000000,19.45,2.5689,3.9941,-41.6102,
600519.SH,贵州茅台,2003-02-14,4.3463,4.3381,4.4017,4.3381,4.3838,190475,5111392,0.0375,0.863,26.835,0.2422,2114112000,N/A,7392000000,78650000,0,275000000,19.6179,2.5911,4.0286,-41.9693,
600519.SH,贵州茅台,2003-02-17,4.3838,4.3544,4.3903,4.3251,4.33,156776,4181515,-0.0538,-1.2277,26.6719,0.1993,2088157500,N/A,7301250000,78650000,0,275000000,19.3771,2.5593,3.9791,-41.454,
600519.SH,贵州茅台,2003-02-18,4.33,4.3251,4.3381,4.3055,4.3218,104819,2772836,-0.0082,-0.1883,26.4536,0.1333,2084225000,N/A,7287500000,78650000,0,275000000,19.3406,2.5545,3.9716,-41.3759,
600519.SH,贵州茅台,2003-02-19,4.3218,4.3218,4.3398,4.3137,4.3349,102970,2732606,0.013,0.3019,26.5379,0.1309,2090517000,N/A,7309500000,78650000,0,275000000,19.399,2.5622,3.9836,-41.5009,
600519.SH,贵州茅台,2003-02-20,4.3349,4.3398,4.3708,4.33,4.3528,85120,2269016,0.0179,0.4138,26.6567,0.1082,2099168500,N/A,7339750000,78650000,0,275000000,19.4792,2.5728,4.0001,-41.6726,
600519.SH,贵州茅台,2003-02-21,4.3528,4.3267,4.3381,4.2729,4.3023,226893,5978463,-0.0506,-1.1615,26.3493,0.2885,2074787000,N/A,7254500000,78650000,0,275000000,19.253,2.5429,3.9536,-41.1886,
600519.SH,贵州茅台,2003-02-24,4.3023,4.3202,4.3202,4.2745,4.2908,61566,1625901,-0.0114,-0.2654,26.4091,0.0783,2069281500,N/A,7235250000,78650000,0,275000000,19.2019,2.5362,3.9431,-41.0793,
600519.SH,贵州茅台,2003-02-25,4.2908,4.2892,4.3871,4.2859,4.3854,187859,4998648,0.0946,2.2045,26.6085,0.2389,2114898500,N/A,7394750000,78650000,0,275000000,19.6252,2.5921,4.0301,-41.9849,
600519.SH,贵州茅台,2003-02-26,4.3854,4.3952,4.4115,4.3512,4.3544,108215,2904654,-0.031,-0.7066,26.8415,0.1376,2099955000,N/A,7342500000,78650000,0,275000000,19.4865,2.5737,4.0016,-41.6882,
600519.SH,贵州茅台,2003-02-27,4.3544,4.3626,4.4001,4.3332,4.361,169761,4531823,0.0065,0.1498,26.6953,0.2158,2103101000,N/A,7353500000,78650000,0,275000000,19.5157,2.5776,4.0076,-41.7507,
600519.SH,贵州茅台,2003-02-28,4.361,4.3838,4.3838,4.3381,4.3708,136045,3636053,0.0098,0.2244,26.7268,0.173,2107820000,N/A,7370000000,78650000,0,275000000,19.5595,2.5834,4.0166,-41.8444,
600519.SH,贵州茅台,2003-03-03,4.3708,4.3838,4.48,4.3838,4.4686,600093,16398104,0.0979,2.2388,27.3259,0.763,2155010000,N/A,7535000000,78650000,0,275000000,19.9974,2.6412,4.1065,-42.7812,
600519.SH,贵州茅台,2003-03-04,4.4686,4.4686,4.4751,4.4132,4.4474,190950,5200922,-0.0212,-0.4745,27.2371,0.2428,2144785500,N/A,7499250000,78650000,0,275000000,19.9025,2.6287,4.087,-42.5782,
600519.SH,贵州茅台,2003-03-05,4.4474,4.4474,4.5632,4.4213,4.5387,940501,26031534,0.0913,2.0535,27.6784,1.1958,2188829500,N/A,7653250000,78650000,0,275000000,20.3113,2.6827,4.1709,-43.4526,
600519.SH,贵州茅台,2003-03-06,4.5387,4.5502,4.5502,4.4572,4.4849,450769,12426005,-0.0538,-1.1858,27.5662,0.5731,2162875000,N/A,7562500000,78650000,0,275000000,20.0704,2.6509,4.1215,-42.9373,
600519.SH,贵州茅台,2003-03-07,4.4849,4.4882,4.4996,4.436,4.4539,247545,6781984,-0.031,-0.6909,27.397,0.3147,2147931500,N/A,7510250000,78650000,0,275000000,19.9317,2.6325,4.093,-42.6407,
600519.SH,贵州茅台,2003-03-10,4.4539,4.4605,4.4702,4.3838,4.3871,310340,8423721,-0.0669,-1.5013,27.1435,0.3946,2115685000,N/A,7397500000,78650000,0,275000000,19.6325,2.593,4.0316,-42.0005,
600519.SH,贵州茅台,2003-03-11,4.3871,4.3789,4.3871,4.33,4.3708,196449,5253243,-0.0163,-0.3717,26.741,0.2498,2107820000,N/A,7370000000,78650000,0,275000000,19.5595,2.5834,4.0166,-41.8444,
600519.SH,贵州茅台,2003-03-12,4.3708,4.3691,4.3871,4.3381,4.3805,117717,3146322,0.0098,0.2239,26.7278,0.1497,2112539000,N/A,7386500000,78650000,0,275000000,19.6033,2.5892,4.0256,-41.938,
600519.SH,贵州茅台,2003-03-13,4.3805,4.3838,4.4458,4.3789,4.3936,199758,5398370,0.013,0.2978,27.0245,0.254,2118831000,N/A,7408500000,78650000,0,275000000,19.6617,2.5969,4.0376,-42.063,
600519.SH,贵州茅台,2003-03-14,4.3936,4.3838,4.3936,4.3577,4.374,275642,7388968,-0.0196,-0.4454,26.8064,0.3505,2109393000,N/A,7375500000,78650000,0,275000000,19.5741,2.5853,4.0196,-41.8756,
600519.SH,贵州茅台,2003-03-17,4.374,4.3675,4.3675,4.3202,4.3414,469292,12465705,-0.0326,-0.7457,26.5628,0.5967,2093663000,N/A,7320500000,78650000,0,275000000,19.4282,2.566,3.9896,-41.5633,
600519.SH,贵州茅台,2003-03-18,4.3414,4.3381,4.3544,4.2615,4.2876,314790,8320204,-0.0538,-1.2397,26.431,0.4002,2067708500,N/A,7229750000,78650000,0,275000000,19.1873,2.5342,3.9401,-41.0481,
600519.SH,贵州茅台,2003-03-19,4.2876,4.2419,4.2892,4.2175,4.2256,339792,8841844,-0.062,-1.4454,26.0213,0.432,2037821500,N/A,7125250000,78650000,0,275000000,18.91,2.4976,3.8832,-40.4548,
600519.SH,贵州茅台,2003-03-20,4.2256,4.2403,4.3104,4.224,4.2387,196840,5120173,0.013,0.3088,26.0119,0.2503,2044113500,N/A,7147250000,78650000,0,275000000,18.9684,2.5053,3.8952,-40.5797,
600519.SH,贵州茅台,2003-03-21,4.2387,4.2403,4.3153,4.2403,4.3104,202107,5285370,0.0718,1.693,26.1513,0.257,2078719500,N/A,7268250000,78650000,0,275000000,19.2895,2.5477,3.9611,-41.2667,
600519.SH,贵州茅台,2003-03-24,4.3104,4.3088,4.3218,4.2729,4.2908,171870,4522748,-0.0196,-0.454,26.3149,0.2185,2069281500,N/A,7235250000,78650000,0,275000000,19.2019,2.5362,3.9431,-41.0793,
600519.SH,贵州茅台,2003-03-25,4.2908,4.2778,4.2908,4.224,4.2403,206238,5372767,-0.0506,-1.1783,26.0513,0.2622,2044900000,N/A,7150000000,78650000,0,275000000,18.9757,2.5063,3.8967,-40.5953,
600519.SH,贵州茅台,2003-03-26,4.2403,4.2403,4.3137,4.1587,4.1914,358951,9202596,-0.0489,-1.1538,25.6375,0.4564,2021305000,N/A,7067500000,78650000,0,275000000,18.7567,2.4774,3.8517,-40.1269,
600519.SH,贵州茅台,2003-03-27,4.1914,4.1881,4.2843,4.1441,4.2615,210565,5430724,0.0701,1.6732,25.7912,0.2677,2055124500,N/A,7185750000,78650000,0,275000000,19.0705,2.5188,3.9162,-40.7982,
600519.SH,贵州茅台,2003-03-28,4.2615,4.2729,4.2811,4.2419,4.2468,381070,9946659,-0.0147,-0.3444,26.1019,0.4845,2048046000,N/A,7161000000,78650000,0,275000000,19.0049,2.5101,3.9027,-40.6577,
600519.SH,贵州茅台,2003-03-31,4.2468,4.2387,4.2647,4.237,4.2484,304730,7935303,0.0016,0.0384,26.0404,0.3875,2048832500,N/A,7163750000,78650000,0,275000000,19.0121,2.5111,3.9042,-40.6733,
600519.SH,贵州茅台,2003-04-01,4.2484,4.2501,4.2811,4.237,4.2762,372984,9730810,0.0277,0.6526,26.0891,0.4742,2062203000,N/A,7210500000,78650000,0,275000000,19.1362,2.5275,3.9296,-40.9388,
600519.SH,贵州茅台,2003-04-02,4.2762,4.2729,4.3153,4.2615,4.2974,371320,9769605,0.0212,0.4958,26.3105,0.4721,2072427500,N/A,7246250000,78650000,0,275000000,19.2311,2.54,3.9491,-41.1417,
600519.SH,贵州茅台,2003-04-03,4.2974,4.3055,4.3218,4.2778,4.2892,519367,13726384,-0.0082,-0.1898,26.4291,0.6604,2068495000,N/A,7232500000,78650000,0,275000000,19.1946,2.5352,3.9416,-41.0637,
600519.SH,贵州茅台,2003-04-04,4.2892,4.2876,4.2892,4.2321,4.2452,498473,12980379,-0.044,-1.0266,26.0403,0.6338,2047259500,N/A,7158250000,78650000,0,275000000,18.9976,2.5092,3.9012,-40.6421,
600519.SH,贵州茅台,2003-04-07,4.2452,4.2403,4.2452,4.175,4.1897,446211,11509954,-0.0554,-1.3062,25.7949,0.5673,2020518500,N/A,7064750000,78650000,0,275000000,18.7494,2.4764,3.8502,-40.1113,
600519.SH,贵州茅台,2003-04-08,4.1897,4.1897,4.1914,4.1343,4.175,611287,15568085,-0.0147,-0.3503,25.4677,0.7772,2013440000,N/A,7040000000,78650000,0,275000000,18.6837,2.4677,3.8367,-39.9707,
600519.SH,贵州茅台,2003-04-09,4.175,4.1734,4.2484,4.1343,4.2403,1012377,26059689,0.0652,1.5625,25.7411,1.2872,2044900000,N/A,7150000000,78650000,0,275000000,18.9757,2.5063,3.8967,-40.5953,
600519.SH,贵州茅台,2003-04-10,4.2403,4.2403,4.2566,4.1783,4.2272,1078913,27753599,-0.013,-0.3077,25.7237,1.3718,2038608000,N/A,7128000000,78650000,0,275000000,18.9173,2.4986,3.8847,-40.4704,
600519.SH,贵州茅台,2003-04-11,4.2272,4.2207,4.3218,4.2158,4.3153,2996684,78671196,0.0881,2.0833,26.2528,3.8102,2081079000,N/A,7276500000,78650000,0,275000000,19.3114,2.5506,3.9656,-41.3135,
600519.SH,贵州茅台,2003-04-14,4.3153,4.3398,4.4327,4.3381,4.4148,1261241,33863674,0.0995,2.3054,26.8495,1.6036,2129055500,N/A,7444250000,78650000,0,275000000,19.7566,2.6094,4.057,-42.2659,
600519.SH,贵州茅台,2003-04-15,4.4148,4.4197,4.4327,4.3398,4.3968,779783,20927730,-0.0179,-0.4064,26.8379,0.9915,2120404000,N/A,7414000000,78650000,0,275000000,19.6763,2.5988,4.0406,-42.0942,
600519.SH,贵州茅台,2003-04-16,4.3968,4.3968,4.4686,4.3088,4.3202,1701715,45879208,-0.0767,-1.7433,26.9606,2.1637,2083438500,N/A,7284750000,78650000,0,275000000,19.3333,2.5535,3.9701,-41.3603,
600519.SH,贵州茅台,2003-04-17,4.3202,4.33,4.3528,4.2811,4.2859,759887,20049212,-0.0342,-0.7928,26.3845,0.9662,2066922000,N/A,7227000000,78650000,0,275000000,19.18,2.5333,3.9386,-41.0325,
600519.SH,贵州茅台,2003-04-18,4.2859,4.2974,4.3675,4.2974,4.3023,533932,14169319,0.0163,0.3805,26.5377,0.6789,2074787000,N/A,7254500000,78650000,0,275000000,19.253,2.5429,3.9536,-41.1886,
600519.SH,贵州茅台,2003-04-21,4.3023,4.2957,4.3055,4.1587,4.1702,1130153,29053506,-0.1321,-3.0705,25.7076,1.4369,2011080500,N/A,7031750000,78650000,0,275000000,18.6618,2.4648,3.8322,-39.9239,
600519.SH,贵州茅台,2003-04-22,4.1702,4.1669,4.2077,4.1506,4.1538,513114,13111434,-0.0163,-0.3911,25.5527,0.6524,2003215500,N/A,7004250000,78650000,0,275000000,18.5888,2.4552,3.8172,-39.7678,
600519.SH,贵州茅台,2003-04-23,4.1538,4.1555,4.1653,4.0788,4.0837,581664,14679641,-0.0701,-1.6883,25.2373,0.7396,1969396000,N/A,6886000000,78650000,0,275000000,18.275,2.4137,3.7528,-39.0964,
600519.SH,贵州茅台,2003-04-24,4.0837,4.0837,4.1017,4.0283,4.0299,974938,24258559,-0.0538,-1.3179,24.8822,1.2396,1943441500,N/A,6795250000,78650000,0,275000000,18.0342,2.3819,3.7033,-38.5811,
600519.SH,贵州茅台,2003-04-25,4.0299,4.0576,4.1343,4.0446,4.069,700841,17541876,0.0391,0.9713,25.0298,0.8911,1962317500,N/A,6861250000,78650000,0,275000000,18.2093,2.4051,3.7393,-38.9558,
600519.SH,贵州茅台,2003-04-28,4.069,4.069,4.1066,3.9957,4.1,784532,19413811,0.031,0.7615,24.7457,0.9975,1977261000,N/A,6913500000,78650000,0,275000000,18.348,2.4234,3.7678,-39.2525,
600519.SH,贵州茅台,2003-04-29,4.1,4.1343,4.1375,3.9957,4.0413,984093,24464578,-0.0587,-1.432,24.86,1.2512,1948947000,N/A,6814500000,78650000,0,275000000,18.0853,2.3887,3.7138,-38.6904,
600519.SH,贵州茅台,2003-04-30,4.0413,4.0446,4.1522,4.0315,4.1082,1349930,33816176,0.0669,1.6546,25.0503,1.7164,1981193500,N/A,6927250000,78650000,0,275000000,18.3845,2.4282,3.7753,-39.3306,
600519.SH,贵州茅台,2003-05-12,4.1082,4.1098,4.1392,4.069,4.0723,735120,18413860,-0.0359,-0.8734,25.0488,0.9347,1963890500,N/A,6866750000,78650000,0,275000000,18.2239,2.407,3.7423,-38.9871,
600519.SH,贵州茅台,2003-05-13,4.0723,4.0772,4.0788,3.857,3.8587,1523540,36698786,-0.2136,-5.2463,24.0878,1.9371,1860859000,N/A,6506500000,78650000,0,275000000,17.2678,2.2807,3.546,-36.9417,
600519.SH,贵州茅台,2003-05-14,3.8587,3.8733,3.9141,3.8489,3.8815,934222,22223327,0.0228,0.5917,23.7881,1.1878,1871870000,N/A,6545000000,78650000,0,275000000,17.37,2.2942,3.567,-37.1603,
600519.SH,贵州茅台,2003-05-15,3.8815,3.8978,4.012,3.8815,4.0038,1041706,25192950,0.1223,3.1513,24.1843,1.3245,1930857500,N/A,6751250000,78650000,0,275000000,17.9174,2.3665,3.6794,-38.3313,
600519.SH,贵州茅台,2003-05-16,4.0038,4.012,4.0234,3.9304,3.9777,965805,23550103,-0.0261,-0.6517,24.3839,1.228,1918273500,N/A,6707250000,78650000,0,275000000,17.8006,2.3511,3.6554,-38.0815,
600519.SH,贵州茅台,2003-05-19,3.9777,3.9957,4.1261,3.9957,4.0854,1289908,32321424,0.1076,2.706,25.0572,1.6401,1970182500,N/A,6888750000,78650000,0,275000000,18.2823,2.4147,3.7543,-39.112,
600519.SH,贵州茅台,2003-05-20,4.0854,4.0805,4.0854,4.0201,4.0364,514816,12771620,-0.0489,-1.1976,24.8081,0.6546,1946587500,N/A,6806250000,78650000,0,275000000,18.0634,2.3858,3.7093,-38.6436,
600519.SH,贵州茅台,2003-05-21,4.0364,4.0364,4.0902,4.0283,4.0283,316358,7874689,-0.0082,-0.202,24.8917,0.4022,1942655000,N/A,6792500000,78650000,0,275000000,18.0269,2.381,3.7018,-38.5655,
600519.SH,贵州茅台,2003-05-22,4.0283,4.0136,4.0756,4.012,4.0609,309946,7672879,0.0326,0.8097,24.7555,0.3941,1958385000,N/A,6847500000,78650000,0,275000000,18.1728,2.4002,3.7318,-38.8778,
600519.SH,贵州茅台,2003-05-23,4.0609,4.0609,4.0625,3.9957,4.0332,688996,17042735,-0.0277,-0.6827,24.7356,0.876,1945014500,N/A,6800750000,78650000,0,275000000,18.0488,2.3838,3.7063,-38.6124,
600519.SH,贵州茅台,2003-05-26,4.0332,4.0283,4.0902,4.025,4.0495,998501,24833946,0.0163,0.4044,24.8712,1.2695,1952879500,N/A,6828250000,78650000,0,275000000,18.1218,2.3935,3.7213,-38.7685,
600519.SH,贵州茅台,2003-05-27,4.0495,4.0527,4.0739,4.0201,4.0576,362268,8973935,0.0082,0.2014,24.7715,0.4606,1956812000,N/A,6842000000,78650000,0,275000000,18.1582,2.3983,3.7288,-38.8466,
600519.SH,贵州茅台,2003-05-28,4.0576,4.0772,4.2028,4.0609,4.1017,961797,24413346,0.044,1.0852,25.3831,1.2229,1978047500,N/A,6916250000,78650000,0,275000000,18.3553,2.4243,3.7693,-39.2681,
600519.SH,贵州茅台,2003-05-29,4.1017,4.0935,4.175,4.0805,4.1408,515602,13025241,0.0391,0.9543,25.2622,0.6556,1996923500,N/A,6982250000,78650000,0,275000000,18.5305,2.4475,3.8053,-39.6428,
600519.SH,贵州茅台,2003-05-30,4.1408,4.1963,4.2843,4.149,4.2631,1818094,47295540,0.1223,2.9539,26.0138,2.3116,2055911000,N/A,7188500000,78650000,0,275000000,19.0778,2.5198,3.9177,-40.8139,
600519.SH,贵州茅台,2003-06-02,4.2631,4.2762,4.2811,4.2093,4.2468,625851,16282794,-0.0163,-0.3826,26.017,0.7957,2048046000,N/A,7161000000,78650000,0,275000000,19.0049,2.5101,3.9027,-40.6577,
600519.SH,贵州茅台,2003-06-03,4.2468,4.2468,4.2647,4.1848,4.1897,553665,14325999,-0.0571,-1.3441,25.8749,0.704,2020518500,N/A,7064750000,78650000,0,275000000,18.7494,2.4764,3.8502,-40.1113,
600519.SH,贵州茅台,2003-06-04,4.1897,4.1832,4.2028,4.1278,4.1653,399590,10206523,-0.0245,-0.5839,25.5425,0.5081,2008721000,N/A,7023500000,78650000,0,275000000,18.6399,2.4619,3.8277,-39.877,
600519.SH,贵州茅台,2003-06-05,4.1653,4.1636,4.237,4.1506,4.1685,679898,17422312,0.0033,0.0783,25.6249,0.8645,2010294000,N/A,7029000000,78650000,0,275000000,18.6545,2.4639,3.8307,-39.9083,
600519.SH,贵州茅台,2003-06-06,4.1685,4.1685,4.1718,4.1098,4.1375,359633,9123796,-0.031,-0.7433,25.3697,0.4573,1995350500,N/A,6976750000,78650000,0,275000000,18.5159,2.4455,3.8023,-39.6116,
600519.SH,贵州茅台,2003-06-09,4.1375,4.1343,4.1506,4.1114,4.1294,243618,6174170,-0.0082,-0.1971,25.3437,0.3097,1991418000,N/A,6963000000,78650000,0,275000000,18.4794,2.4407,3.7948,-39.5336,
600519.SH,贵州茅台,2003-06-10,4.1294,4.1343,4.1832,4.1326,4.1522,162842,4142275,0.0228,0.5529,25.4374,0.207,2002429000,N/A,7001500000,78650000,0,275000000,18.5815,2.4542,3.8157,-39.7521,
600519.SH,贵州茅台,2003-06-11,4.1522,4.1522,4.1832,4.1522,4.1767,301825,7712445,0.0245,0.5892,25.5527,0.3838,2014226500,N/A,7042750000,78650000,0,275000000,18.691,2.4687,3.8382,-39.9863,
600519.SH,贵州茅台,2003-06-12,4.1767,4.1767,4.1767,4.1767,4.1767,N/A,N/A,0,0,N/A,N/A,2014226500,N/A,7042750000,78650000,0,275000000,18.691,2.4687,3.8382,-39.9863,
600519.SH,贵州茅台,2003-06-13,4.1767,4.175,4.2207,4.1669,4.1832,320027,8241151,0.0065,0.1562,25.7514,0.4069,2017372500,N/A,7053750000,78650000,0,275000000,18.7202,2.4725,3.8442,-40.0488,
600519.SH,贵州茅台,2003-06-16,4.1832,4.1832,4.1832,4.1245,4.1326,201265,5108268,-0.0506,-1.2086,25.3808,0.2559,1992991000,N/A,6968500000,78650000,0,275000000,18.494,2.4426,3.7978,-39.5648,
