代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
600519.SH,贵州茅台,2001-08-27,N/A,5.0329,5.5098,4.7908,5.1845,40631800,1410347179,N/A,N/A,34.7104,56.8277,2541825000,N/A,8887500000,71500000,0,250000000,35.3938,20.0185,7.978,33.8452,
600519.SH,贵州茅台,2001-08-28,5.1845,5.1029,5.396,5.0475,5.3756,12964779,463463143,0.191,3.685,35.7479,18.1326,2635490000,N/A,9215000000,71500000,0,250000000,36.698,20.7561,8.272,35.0923,
600519.SH,贵州茅台,2001-08-29,5.3756,5.3931,5.396,5.2648,5.3056,5325275,194689620,-0.07,-1.3022,36.5595,7.4479,2601170000,N/A,9095000000,71500000,0,250000000,36.2201,20.4858,8.1643,34.6354,
600519.SH,贵州茅台,2001-08-30,5.3056,5.291,5.4704,5.2502,5.4106,4801306,177558558,0.105,1.9791,36.9813,6.7151,2652650000,N/A,9275000000,71500000,0,250000000,36.9369,20.8913,8.3258,35.3208,
600519.SH,贵州茅台,2001-08-31,5.4106,5.4179,5.4864,5.3668,5.3975,2323148,86231237,-0.0131,-0.2426,37.1183,3.2492,2646215000,N/A,9252500000,71500000,0,250000000,36.8473,20.8406,8.3056,35.2351,
600519.SH,贵州茅台,2001-09-03,5.3975,5.4252,5.4791,5.3741,5.3946,2211209,82129438,-0.0029,-0.054,37.1423,3.0926,2644785000,N/A,9247500000,71500000,0,250000000,36.8274,20.8293,8.3012,35.2161,
600519.SH,贵州茅台,2001-09-04,5.3946,5.3975,5.5535,5.3785,5.4631,3700677,139204380,0.0685,1.2706,37.6159,5.1758,2678390000,N/A,9365000000,71500000,0,250000000,37.2954,21.094,8.4066,35.6636,
600519.SH,贵州茅台,2001-09-05,5.4631,5.485,5.5302,5.4266,5.4602,2606695,97796243,-0.0029,-0.0534,37.5173,3.6457,2676960000,N/A,9360000000,71500000,0,250000000,37.2755,21.0827,8.4021,35.6445,
600519.SH,贵州茅台,2001-09-06,5.4602,5.4471,5.4646,5.3246,5.3523,2899703,107078403,-0.1079,-1.9765,36.9274,4.0555,2624050000,N/A,9175000000,71500000,0,250000000,36.5387,20.666,8.2361,34.94,
600519.SH,贵州茅台,2001-09-07,5.3523,5.3231,5.3887,5.1991,5.2035,3155225,113868743,-0.1488,-2.7793,36.0889,4.4129,2551120000,N/A,8920000000,71500000,0,250000000,35.5232,20.0917,8.0072,33.9689,
600519.SH,贵州茅台,2001-09-10,5.2035,5.1627,5.3741,5.1058,5.3523,1887889,68406471,0.1488,2.8587,36.2344,2.6404,2624050000,N/A,9175000000,71500000,0,250000000,36.5387,20.666,8.2361,34.94,
600519.SH,贵州茅台,2001-09-11,5.3523,5.3668,5.3887,5.2793,5.2925,1139081,41579698,-0.0598,-1.1172,36.5028,1.5931,2594735000,N/A,9072500000,71500000,0,250000000,36.1305,20.4351,8.1441,34.5497,
600519.SH,贵州茅台,2001-09-12,5.2925,5.1525,5.2793,5.1481,5.2473,2504519,89421380,-0.0452,-0.8542,35.704,3.5028,2572570000,N/A,8995000000,71500000,0,250000000,35.8219,20.2606,8.0745,34.2545,
600519.SH,贵州茅台,2001-09-13,5.2473,5.2516,5.2939,5.2064,5.2341,1098668,39512775,-0.0131,-0.2501,35.9643,1.5366,2566135000,N/A,8972500000,71500000,0,250000000,35.7323,20.2099,8.0543,34.1688,
600519.SH,贵州茅台,2001-09-14,5.2341,5.2516,5.3231,5.221,5.2939,767283,27740691,0.0598,1.1424,36.1544,1.0731,2595450000,N/A,9075000000,71500000,0,250000000,36.1405,20.4408,8.1463,34.5592,
600519.SH,贵州茅台,2001-09-17,5.2939,5.2618,5.2925,5.1773,5.2268,898397,32183249,-0.0671,-1.2672,35.823,1.2565,2562560000,N/A,8960000000,71500000,0,250000000,35.6825,20.1818,8.0431,34.1213,
600519.SH,贵州茅台,2001-09-18,5.2268,5.2327,5.3304,5.2283,5.2866,1077326,39006062,0.0598,1.144,36.2064,1.5067,2591875000,N/A,9062500000,71500000,0,250000000,36.0907,20.4126,8.1351,34.5116,
600519.SH,贵州茅台,2001-09-19,5.2866,5.2939,5.3843,5.2589,5.3843,865053,31597369,0.0977,1.8483,36.5265,1.2099,2639780000,N/A,9230000000,71500000,0,250000000,36.7577,20.7899,8.2855,35.1495,
600519.SH,贵州茅台,2001-09-20,5.3843,5.3814,5.4033,5.3231,5.3391,1117335,41189577,-0.0452,-0.8397,36.8641,1.5627,2617615000,N/A,9152500000,71500000,0,250000000,36.4491,20.6153,8.2159,34.8543,
600519.SH,贵州茅台,2001-09-21,5.3391,5.291,5.3377,5.2502,5.2589,787972,28638681,-0.0802,-1.5023,36.3448,1.1021,2578290000,N/A,9015000000,71500000,0,250000000,35.9015,20.3056,8.0925,34.3307,
600519.SH,贵州茅台,2001-09-24,5.2589,5.2589,5.307,5.2502,5.2575,406860,14703096,-0.0015,-0.0277,36.138,0.569,2577575000,N/A,9012500000,71500000,0,250000000,35.8916,20.3,8.0902,34.3212,
600519.SH,贵州茅台,2001-09-25,5.2575,5.291,5.3289,5.2575,5.2837,348845,12639790,0.0263,0.4993,36.2333,0.4879,2590445000,N/A,9057500000,71500000,0,250000000,36.0708,20.4014,8.1306,34.4925,
600519.SH,贵州茅台,2001-09-26,5.2837,5.2662,5.3202,5.2502,5.2618,495626,17892565,-0.0219,-0.414,36.1009,0.6932,2579720000,N/A,9020000000,71500000,0,250000000,35.9214,20.3169,8.0969,34.3497,
600519.SH,贵州茅台,2001-09-27,5.2618,5.2618,5.3931,5.2502,5.3523,877804,32085131,0.0904,1.7184,36.5516,1.2277,2624050000,N/A,9175000000,71500000,0,250000000,36.5387,20.666,8.2361,34.94,
600519.SH,贵州茅台,2001-09-28,5.3523,5.3814,5.4252,5.3231,5.4091,1708847,63169143,0.0569,1.0627,36.9659,2.39,2651935000,N/A,9272500000,71500000,0,250000000,36.927,20.8856,8.3236,35.3113,
600519.SH,贵州茅台,2001-10-08,5.4091,5.396,5.4223,5.2866,5.3348,655217,24091149,-0.0744,-1.375,36.7682,0.9164,2615470000,N/A,9145000000,71500000,0,250000000,36.4192,20.5985,8.2092,34.8258,
600519.SH,贵州茅台,2001-10-09,5.3348,5.3377,5.4689,5.3377,5.4398,955852,35498605,0.105,1.9683,37.1382,1.3369,2666950000,N/A,9325000000,71500000,0,250000000,37.1361,21.0039,8.3707,35.5112,
600519.SH,贵州茅台,2001-10-10,5.4398,5.4398,5.4587,5.2545,5.2648,1754869,63956753,-0.175,-3.2172,36.4453,2.4544,2581150000,N/A,9025000000,71500000,0,250000000,35.9413,20.3282,8.1014,34.3688,
600519.SH,贵州茅台,2001-10-11,5.2648,5.2516,5.3231,5.1991,5.2137,1230684,44319896,-0.051,-0.9695,36.0124,1.7212,2556125000,N/A,8937500000,71500000,0,250000000,35.5929,20.1311,8.0229,34.0356,
600519.SH,贵州茅台,2001-10-12,5.2137,5.2356,5.345,4.9658,5.2502,2001070,70897331,0.0365,0.6993,35.4297,2.7987,2574000000,N/A,9000000000,71500000,0,250000000,35.8418,20.2718,8.079,34.2736,
600519.SH,贵州茅台,2001-10-15,5.2502,5.2356,5.2502,5.0898,5.1481,975531,34501714,-0.1021,-1.9444,35.3671,1.3644,2523950000,N/A,8825000000,71500000,0,250000000,35.1449,19.8777,7.9219,33.6071,
600519.SH,贵州茅台,2001-10-16,5.1481,5.1233,5.221,5.0679,5.0752,831991,29068173,-0.0729,-1.4164,34.9381,1.1636,2488200000,N/A,8700000000,71500000,0,250000000,34.6471,19.5961,7.8097,33.1311,
600519.SH,贵州茅台,2001-10-17,5.0752,5.0737,5.0766,4.9439,4.9877,1250768,42766283,-0.0875,-1.7241,34.192,1.7493,2445300000,N/A,8550000000,71500000,0,250000000,34.0497,19.2583,7.675,32.5599,
600519.SH,贵州茅台,2001-10-18,4.9877,4.9877,5.0547,4.9454,4.9643,498346,16999063,-0.0233,-0.4678,34.111,0.697,2433860000,N/A,8510000000,71500000,0,250000000,33.8904,19.1682,7.6391,32.4076,
600519.SH,贵州茅台,2001-10-19,4.9643,4.9585,4.9804,4.8141,4.8856,1568754,52422843,-0.0788,-1.5864,33.4169,2.1941,2395250000,N/A,8375000000,71500000,0,250000000,33.3528,18.8641,7.5179,31.8935,
600519.SH,贵州茅台,2001-10-22,4.8856,4.8564,4.9147,4.7689,4.782,976065,32268911,-0.1035,-2.1194,33.0602,1.3651,2344485000,N/A,8197500000,71500000,0,250000000,32.6459,18.4643,7.3586,31.2175,
600519.SH,贵州茅台,2001-10-23,4.782,5.2502,5.2604,5.1058,5.2604,4059824,145710538,0.4783,10.003,35.8909,5.6781,2579005000,N/A,9017500000,71500000,0,250000000,35.9115,20.3113,8.0947,34.3402,
600519.SH,贵州茅台,2001-10-24,5.2604,5.3639,5.3668,5.1204,5.2298,4068239,147001102,-0.0306,-0.5822,36.1338,5.6898,2563990000,N/A,8965000000,71500000,0,250000000,35.7024,20.193,8.0476,34.1403,
600519.SH,贵州茅台,2001-10-25,5.2298,5.2064,5.221,5.0839,5.0868,1603686,56527283,-0.1429,-2.7328,35.2483,2.2429,2493920000,N/A,8720000000,71500000,0,250000000,34.7267,19.6412,7.8276,33.2073,
600519.SH,贵州茅台,2001-10-26,5.0868,5.0606,5.1189,5.0197,5.1043,900220,31280145,0.0175,0.344,34.7472,1.259,2502500000,N/A,8750000000,71500000,0,250000000,34.8462,19.7087,7.8546,33.3215,
600519.SH,贵州茅台,2001-10-29,5.1043,5.0868,5.1962,5.0868,5.1481,458786,16205054,0.0438,0.8571,35.3216,0.6417,2523950000,N/A,8825000000,71500000,0,250000000,35.1449,19.8777,7.9219,33.6071,
600519.SH,贵州茅台,2001-10-30,5.1481,5.1408,5.1758,5.0927,5.1043,348417,12214728,-0.0438,-0.8499,35.0578,0.4873,2502500000,N/A,8750000000,71500000,0,250000000,34.8462,19.7087,7.8546,33.3215,
600519.SH,贵州茅台,2001-10-31,5.1043,5.1043,5.1175,5.0752,5.1116,476247,16633345,0.0073,0.1429,34.9259,0.6661,2506075000,N/A,8762500000,71500000,0,250000000,34.896,19.7369,7.8658,33.3691,
600519.SH,贵州茅台,2001-11-01,5.1116,5.1116,5.1977,5.097,5.1875,664303,23511580,0.0758,1.4836,35.3929,0.9291,2543255000,N/A,8892500000,71500000,0,250000000,35.4137,20.0297,7.9825,33.8642,
600519.SH,贵州茅台,2001-11-02,5.1875,5.1452,5.2093,5.1277,5.1568,343520,12189356,-0.0306,-0.5904,35.4837,0.4804,2528240000,N/A,8840000000,71500000,0,250000000,35.2046,19.9115,7.9354,33.6643,
600519.SH,贵州茅台,2001-11-05,5.1568,5.1043,5.1423,5.0606,5.0898,369076,12879737,-0.0671,-1.3009,34.8972,0.5162,2495350000,N/A,8725000000,71500000,0,250000000,34.7466,19.6524,7.8321,33.2263,
600519.SH,贵州茅台,2001-11-06,5.0898,5.0752,5.1481,5.0635,5.1262,260931,9138666,0.0365,0.7163,35.0233,0.3649,2513225000,N/A,8787500000,71500000,0,250000000,34.9955,19.7932,7.8882,33.4643,
600519.SH,贵州茅台,2001-11-07,5.1262,5.1043,5.1043,4.9293,4.9366,932538,31791131,-0.1896,-3.6984,34.091,1.3042,2420275000,N/A,8462500000,71500000,0,250000000,33.7012,19.0612,7.5965,32.2267,
600519.SH,贵州茅台,2001-11-08,4.9366,4.8637,4.9425,4.8097,4.9147,740216,24682905,-0.0219,-0.4431,33.3455,1.0353,2409550000,N/A,8425000000,71500000,0,250000000,33.5519,18.9767,7.5628,32.0839,
600519.SH,贵州茅台,2001-11-09,4.9147,4.9147,5.0285,4.8622,4.9804,376076,12737203,0.0656,1.3353,33.8687,0.526,2441725000,N/A,8537500000,71500000,0,250000000,33.9999,19.2301,7.6638,32.5123,
600519.SH,贵州茅台,2001-11-12,4.9804,5.0168,5.0168,4.8885,4.9002,268333,9088858,-0.0802,-1.6105,33.8716,0.3753,2402400000,N/A,8400000000,71500000,0,250000000,33.4523,18.9204,7.5404,31.9887,
600519.SH,贵州茅台,2001-11-13,4.9002,4.8535,4.9147,4.8433,4.906,267381,8965279,0.0058,0.119,33.53,0.374,2405260000,N/A,8410000000,71500000,0,250000000,33.4922,18.9429,7.5494,32.0268,
600519.SH,贵州茅台,2001-11-14,4.906,4.906,4.9585,4.906,4.9075,76900,2599260,0.0015,0.0297,33.8005,0.1076,2405975000,N/A,8412500000,71500000,0,250000000,33.5021,18.9485,7.5516,32.0363,
600519.SH,贵州茅台,2001-11-15,4.9075,4.9075,4.9293,4.8856,4.9118,219345,7378238,0.0044,0.0892,33.6376,0.3068,2408120000,N/A,8420000000,71500000,0,250000000,33.532,18.9654,7.5583,32.0648,
600519.SH,贵州茅台,2001-11-16,4.9118,5.2793,5.2793,4.957,4.9716,995470,34600364,0.0598,1.2173,34.7578,1.3923,2437435000,N/A,8522500000,71500000,0,250000000,33.9402,19.1963,7.6504,32.4552,
600519.SH,贵州茅台,2001-11-19,4.9716,4.9804,5.116,4.9731,5.1116,373461,12950484,0.14,2.8161,34.6769,0.5223,2506075000,N/A,8762500000,71500000,0,250000000,34.896,19.7369,7.8658,33.3691,
600519.SH,贵州茅台,2001-11-20,5.1116,5.1335,5.1816,5.0898,5.1598,806908,28559195,0.0481,0.9415,35.3934,1.1285,2529670000,N/A,8845000000,71500000,0,250000000,35.2245,19.9227,7.9399,33.6833,
600519.SH,贵州茅台,2001-11-21,5.1598,5.1743,5.1773,5.0898,5.1306,511442,17957630,-0.0292,-0.5653,35.1118,0.7153,2515370000,N/A,8795000000,71500000,0,250000000,35.0254,19.8101,7.895,33.4929,
600519.SH,贵州茅台,2001-11-22,5.1306,5.1364,5.1481,5.0912,5.1218,419879,14713840,-0.0088,-0.1706,35.043,0.5872,2511080000,N/A,8780000000,71500000,0,250000000,34.9657,19.7763,7.8815,33.4358,
600519.SH,贵州茅台,2001-11-23,5.1218,5.1058,5.1408,5.0723,5.1014,396090,13866447,-0.0204,-0.3986,35.0083,0.554,2501070000,N/A,8745000000,71500000,0,250000000,34.8263,19.6975,7.8501,33.3025,
600519.SH,贵州茅台,2001-11-26,5.1014,5.1043,5.1043,5.0314,5.0475,310099,10749495,-0.054,-1.0577,34.6647,0.4337,2474615000,N/A,8652500000,71500000,0,250000000,34.4579,19.4891,7.767,32.9502,
600519.SH,贵州茅台,2001-11-27,5.0475,5.0431,5.1145,5.0431,5.1043,256948,8954894,0.0569,1.1268,34.851,0.3594,2502500000,N/A,8750000000,71500000,0,250000000,34.8462,19.7087,7.8546,33.3215,
600519.SH,贵州茅台,2001-11-28,5.1043,5.1116,5.1612,5.0898,5.1116,377362,13256608,0.0073,0.1429,35.1297,0.5278,2506075000,N/A,8762500000,71500000,0,250000000,34.896,19.7369,7.8658,33.3691,
600519.SH,贵州茅台,2001-11-29,5.1116,5.1058,5.1335,5.0766,5.0795,304618,10658762,-0.0321,-0.6277,34.9906,0.426,2490345000,N/A,8707500000,71500000,0,250000000,34.6769,19.613,7.8164,33.1597,
600519.SH,贵州茅台,2001-11-30,5.0795,5.0795,5.17,5.0752,5.1539,407097,14292950,0.0744,1.4643,35.1094,0.5694,2526810000,N/A,8835000000,71500000,0,250000000,35.1847,19.9002,7.9309,33.6452,
600519.SH,贵州茅台,2001-12-03,5.1539,5.1554,5.2895,5.1539,5.275,1603705,57741700,0.121,2.3486,36.0052,2.2429,2586155000,N/A,9042500000,71500000,0,250000000,36.011,20.3676,8.1171,34.4354,
600519.SH,贵州茅台,2001-12-04,5.275,5.2866,5.2895,5.2225,5.2808,689499,24859860,0.0058,0.1106,36.055,0.9643,2589015000,N/A,9052500000,71500000,0,250000000,36.0509,20.3901,8.1261,34.4735,
600519.SH,贵州茅台,2001-12-05,5.2808,5.396,5.396,5.2443,5.2502,1502835,54737513,-0.0306,-0.58,36.4228,2.1019,2574000000,N/A,9000000000,71500000,0,250000000,35.8418,20.2718,8.079,34.2736,
600519.SH,贵州茅台,2001-12-06,5.2502,5.2356,5.2939,5.221,5.2589,637222,23004767,0.0088,0.1667,36.1017,0.8912,2578290000,N/A,9015000000,71500000,0,250000000,35.9015,20.3056,8.0925,34.3307,
600519.SH,贵州茅台,2001-12-07,5.2589,5.2648,5.2793,5.221,5.2298,390820,14031912,-0.0292,-0.5546,35.9038,0.5466,2563990000,N/A,8965000000,71500000,0,250000000,35.7024,20.193,8.0476,34.1403,
600519.SH,贵州茅台,2001-12-10,5.2298,5.2502,5.2618,5.2079,5.2487,416156,14941666,0.019,0.3625,35.904,0.582,2573285000,N/A,8997500000,71500000,0,250000000,35.8318,20.2662,8.0767,34.2641,
600519.SH,贵州茅台,2001-12-11,5.2487,5.2502,5.2502,5.1933,5.1977,358002,12821499,-0.051,-0.9725,35.814,0.5007,2548260000,N/A,8910000000,71500000,0,250000000,35.4834,20.0691,7.9982,33.9308,
600519.SH,贵州茅台,2001-12-12,5.1977,5.1918,5.2648,5.1918,5.2166,463267,16611472,0.019,0.3648,35.8572,0.6479,2557555000,N/A,8942500000,71500000,0,250000000,35.6128,20.1423,8.0274,34.0546,
600519.SH,贵州茅台,2001-12-13,5.2166,5.1933,5.2458,5.1335,5.1423,354045,12580276,-0.0744,-1.4258,35.533,0.4952,2521090000,N/A,8815000000,71500000,0,250000000,35.105,19.8551,7.9129,33.5691,
600519.SH,贵州茅台,2001-12-14,5.1423,5.1073,5.1773,5.1073,5.1335,284125,10026619,-0.0088,-0.1702,35.2895,0.3974,2516800000,N/A,8800000000,71500000,0,250000000,35.0453,19.8214,7.8995,33.5119,
600519.SH,贵州茅台,2001-12-17,5.1335,5.1204,5.1933,5.1116,5.1568,441389,15611050,0.0233,0.4545,35.368,0.6173,2528240000,N/A,8840000000,71500000,0,250000000,35.2046,19.9115,7.9354,33.6643,
600519.SH,贵州茅台,2001-12-18,5.1568,5.1743,5.2443,5.1189,5.2356,482120,17167382,0.0788,1.5271,35.6081,0.6743,2566850000,N/A,8975000000,71500000,0,250000000,35.7422,20.2155,8.0565,34.1784,
600519.SH,贵州茅台,2001-12-19,5.2356,5.2356,5.3216,5.1962,5.2443,962001,34761229,0.0088,0.1671,36.1343,1.3455,2571140000,N/A,8990000000,71500000,0,250000000,35.802,20.2493,8.07,34.2355,
600519.SH,贵州茅台,2001-12-20,5.2443,5.2356,5.2356,5.0533,5.0693,1136223,39988830,-0.175,-3.337,35.1945,1.5891,2485340000,N/A,8690000000,71500000,0,250000000,34.6072,19.5736,7.8007,33.093,
600519.SH,贵州茅台,2001-12-21,5.0693,5.0606,5.2458,5.0606,5.2312,813504,28861442,0.1619,3.1933,35.4779,1.1378,2564705000,N/A,8967500000,71500000,0,250000000,35.7124,20.1986,8.0498,34.1498,
600519.SH,贵州茅台,2001-12-24,5.2312,5.2487,5.4325,5.2225,5.3114,2725079,99947172,0.0802,1.5333,36.6768,3.8113,2604030000,N/A,9105000000,71500000,0,250000000,36.2599,20.5084,8.1732,34.6734,
600519.SH,贵州茅台,2001-12-25,5.3114,5.3158,5.3552,5.2429,5.3231,1218260,44420025,0.0117,0.2197,36.4619,1.7039,2609750000,N/A,9125000000,71500000,0,250000000,36.3396,20.5534,8.1912,34.7496,
600519.SH,贵州茅台,2001-12-26,5.3231,5.3289,5.4325,5.2648,5.4237,1680952,62127143,0.1006,1.8904,36.9595,2.351,2659085000,N/A,9297500000,71500000,0,250000000,37.0266,20.9419,8.346,35.4065,
600519.SH,贵州茅台,2001-12-27,5.4237,5.4281,5.5185,5.3843,5.4427,2328478,87052679,0.019,0.3496,37.3861,3.2566,2668380000,N/A,9330000000,71500000,0,250000000,37.156,21.0151,8.3752,35.5303,
600519.SH,贵州茅台,2001-12-28,5.4427,5.4398,5.4835,5.3785,5.4398,1227932,45692306,-0.0029,-0.0536,37.2108,1.7174,2666950000,N/A,9325000000,71500000,0,250000000,37.1361,21.0039,8.3707,35.5112,
600519.SH,贵州茅台,2001-12-31,5.4398,5.4937,5.7314,5.4631,5.6221,5219541,202281565,0.1823,3.3512,38.7547,7.3001,2756325000,N/A,9637500000,71500000,0,250000000,38.3806,21.7078,8.6513,36.7013,
600519.SH,贵州茅台,2002-01-04,5.6221,5.6469,5.6585,5.4616,5.4762,2910962,111030307,-0.1458,-2.594,38.1421,4.0713,2684825000,N/A,9387500000,71500000,0,250000000,28.5951,3.7091,5.8017,6.2774,
600519.SH,贵州茅台,2002-01-07,5.4762,5.4179,5.4689,5.3493,5.4471,1894295,70279717,-0.0292,-0.5326,37.1007,2.6494,2670525000,N/A,9337500000,71500000,0,250000000,28.4428,3.6894,5.7708,6.2439,
600519.SH,贵州茅台,2002-01-08,5.4471,5.396,5.4821,5.3202,5.3362,1328664,48947614,-0.1108,-2.0348,36.8397,1.8583,2616185000,N/A,9147500000,71500000,0,250000000,27.864,3.6143,5.6534,6.1169,
600519.SH,贵州茅台,2002-01-09,5.3362,5.3231,5.4223,5.3012,5.3771,1060682,38912708,0.0408,0.7652,36.6865,1.4835,2636205000,N/A,9217500000,71500000,0,250000000,28.0772,3.642,5.6967,6.1637,
600519.SH,贵州茅台,2002-01-10,5.3771,5.3931,5.4529,5.3012,5.431,1881555,69093753,0.054,1.0035,36.7216,2.6315,2662660000,N/A,9310000000,71500000,0,250000000,28.359,3.6785,5.7539,6.2255,
600519.SH,贵州茅台,2002-01-11,5.431,5.3975,5.4164,5.2502,5.2575,1183475,43306414,-0.1735,-3.1955,36.5926,1.6552,2577575000,N/A,9012500000,71500000,0,250000000,27.4528,3.561,5.57,6.0266,
600519.SH,贵州茅台,2002-01-14,5.2575,5.2064,5.3085,5.167,5.2648,1871851,67196713,0.0073,0.1387,35.8985,2.618,2581150000,N/A,9025000000,71500000,0,250000000,27.4909,3.5659,5.5777,6.035,
600519.SH,贵州茅台,2002-01-15,5.2648,5.2473,5.4033,5.237,5.3289,1824741,66666866,0.0642,1.2188,36.535,2.5521,2612610000,N/A,9135000000,71500000,0,250000000,27.8259,3.6094,5.6457,6.1085,
600519.SH,贵州茅台,2002-01-16,5.3289,5.3202,5.3916,5.1627,5.3012,1397433,50700232,-0.0277,-0.52,36.281,1.9545,2599025000,N/A,9087500000,71500000,0,250000000,27.6813,3.5906,5.6163,6.0768,
600519.SH,贵州茅台,2002-01-17,5.3012,5.2793,5.3216,5.0606,5.1131,2418031,85418339,-0.1881,-3.5488,35.3256,3.3819,2506790000,N/A,8765000000,71500000,0,250000000,26.6989,3.4632,5.417,5.8611,
600519.SH,贵州茅台,2002-01-18,5.1131,5.0752,5.3785,5.0606,5.345,3226208,116437266,0.2319,4.5351,36.0911,4.5122,2620475000,N/A,9162500000,71500000,0,250000000,27.9097,3.6202,5.6627,6.1269,
600519.SH,贵州茅台,2002-01-21,5.345,5.2939,5.3377,5.1889,5.2312,1575593,56764193,-0.1138,-2.1282,36.0272,2.2036,2564705000,N/A,8967500000,71500000,0,250000000,27.3157,3.5432,5.5422,5.9965,
600519.SH,贵州茅台,2002-01-22,5.2312,5.221,5.3887,5.221,5.3143,1348567,49186214,0.0831,1.5891,36.4729,1.8861,2605460000,N/A,9110000000,71500000,0,250000000,27.7498,3.5995,5.6302,6.0918,
600519.SH,贵州茅台,2002-01-23,5.3143,5.345,5.4908,5.2793,5.4864,2333648,86396947,0.1721,3.2382,37.0223,3.2638,2689830000,N/A,9405000000,71500000,0,250000000,28.6484,3.716,5.8126,6.2891,
600519.SH,贵州茅台,2002-01-24,5.4864,5.4485,5.5229,5.3668,5.4383,2661580,99483236,-0.0481,-0.8772,37.3775,3.7225,2666235000,N/A,9322500000,71500000,0,250000000,28.3971,3.6834,5.7616,6.2339,
600519.SH,贵州茅台,2002-01-25,5.4383,5.431,5.4791,5.3668,5.4106,1394112,51685502,-0.0277,-0.5095,37.0741,1.9498,2652650000,N/A,9275000000,71500000,0,250000000,28.2524,3.6647,5.7322,6.2021,
600519.SH,贵州茅台,2002-01-28,5.4106,5.396,5.4383,5.1481,5.1758,2166782,77886073,-0.2348,-4.3396,35.9455,3.0305,2537535000,N/A,8872500000,71500000,0,250000000,27.0264,3.5056,5.4835,5.933,
600519.SH,贵州茅台,2002-01-29,5.1758,5.1335,5.2793,5.1014,5.2006,1187200,42283085,0.0248,0.479,35.6158,1.6604,2549690000,N/A,8915000000,71500000,0,250000000,27.1558,3.5224,5.5097,5.9614,
600519.SH,贵州茅台,2002-01-30,5.2006,5.1918,5.291,5.1335,5.1889,841922,30030708,-0.0117,-0.2243,35.6692,1.1775,2543970000,N/A,8895000000,71500000,0,250000000,27.0949,3.5145,5.4974,5.948,
600519.SH,贵州茅台,2002-01-31,5.1889,5.2502,5.5418,5.2502,5.4835,4082830,152780902,0.2946,5.6773,37.4203,5.7103,2688400000,N/A,9400000000,71500000,0,250000000,28.6332,3.7141,5.8095,6.2857,
600519.SH,贵州茅台,2002-02-01,5.4835,5.4689,5.5389,5.3814,5.4048,1734503,64926556,-0.0788,-1.4362,37.4324,2.4259,2649790000,N/A,9265000000,71500000,0,250000000,28.2219,3.6607,5.726,6.1954,
600519.SH,贵州茅台,2002-02-04,5.4048,5.4223,5.5637,5.396,5.5302,1651019,62395237,0.1254,2.3206,37.792,2.3091,2711280000,N/A,9480000000,71500000,0,250000000,28.8768,3.7457,5.8589,6.3392,
600519.SH,贵州茅台,2002-02-05,5.5302,5.5316,5.641,5.4879,5.5273,1119573,42691507,-0.0029,-0.0527,38.132,1.5658,2709850000,N/A,9475000000,71500000,0,250000000,28.8616,3.7437,5.8558,6.3359,
600519.SH,贵州茅台,2002-02-06,5.5273,5.5214,5.5579,5.4091,5.4223,966854,36137656,-0.105,-1.8997,37.3765,1.3522,2658370000,N/A,9295000000,71500000,0,250000000,28.3133,3.6726,5.7446,6.2155,
600519.SH,贵州茅台,2002-02-07,5.4223,5.4223,5.5302,5.4135,5.4558,668817,25158901,0.0335,0.6186,37.617,0.9354,2674815000,N/A,9352500000,71500000,0,250000000,28.4885,3.6953,5.7801,6.254,
600519.SH,贵州茅台,2002-02-08,5.4558,5.4835,5.571,5.4806,5.4908,1256931,47643920,0.035,0.6415,37.905,1.7579,2691975000,N/A,9412500000,71500000,0,250000000,28.6712,3.719,5.8172,6.2941,
600519.SH,贵州茅台,2002-02-25,5.4908,5.4908,5.4908,5.4908,5.4908,N/A,N/A,0,0,N/A,N/A,2691975000,N/A,9412500000,71500000,0,250000000,28.6712,3.719,5.8172,6.2941,
600519.SH,贵州茅台,2002-02-26,5.4908,5.5404,5.6148,5.4616,5.5083,1481599,56234511,0.0175,0.3187,37.9553,2.0722,2700555000,N/A,9442500000,71500000,0,250000000,28.7626,3.7309,5.8357,6.3141,
600519.SH,贵州茅台,2002-02-27,5.5083,5.52,5.5564,5.4689,5.5316,829081,31387541,0.0233,0.4236,37.8582,1.1596,2711995000,N/A,9482500000,71500000,0,250000000,28.8845,3.7467,5.8605,6.3409,
600519.SH,贵州茅台,2002-02-28,5.5316,5.5418,5.6089,5.5098,5.5418,1250698,47786791,0.0102,0.1846,38.2081,1.7492,2717000000,N/A,9500000000,71500000,0,250000000,28.9378,3.7536,5.8713,6.3526,
600519.SH,贵州茅台,2002-03-01,5.5418,5.5346,5.5637,5.4252,5.4529,742145,27907358,-0.089,-1.6053,37.6036,1.038,2673385000,N/A,9347500000,71500000,0,250000000,28.4732,3.6933,5.777,6.2506,
600519.SH,贵州茅台,2002-03-04,5.4529,5.4471,5.5535,5.4135,5.5477,522485,19593096,0.0948,1.7384,37.4998,0.7307,2719860000,N/A,9510000000,71500000,0,250000000,28.9682,3.7575,5.8775,6.3593,
